drug_id,drug_name,drug_slug,drug_class,class_id,class_slug,system,system_slug,problem_area,problem_slug,mechanism,mechanism_short,exam_use,side_effects,exam_hint,related_drugs,related_classes,is_key_example,revision_priority,tags,flashcard_front,flashcard_back,mcq_question,mcq_correct_answer,disclaimer
D0001,cetirizine,cetirizine,Antihistamine,Cantihistamine,antihistamine,Allergy,allergy,"Allergic rhinitis, urticaria and sedation concepts",allergic-rhinitis,Blocks H1 histamine receptors.,Blocks H1 histamine receptors.,"Allergy symptoms, itching, motion sickness/sedation concepts depending on drug.","Drowsiness more with first-generation drugs, dry mouth, dizziness.",High-yield: first-generation H1 blockers are sedating and anticholinergic.,"cetirizine, levocetirizine, loratadine, desloratadine, fexofenadine, diphenhydramine, chlorpheniramine, promethazine",,Yes,High,"cetirizine | Antihistamine | Allergy | Allergic rhinitis, urticaria and sedation concepts | Blocks H1 histamine receptors. | High-yield: first-generation H1 blockers are sedating and anticholinergic.",What is the drug class of cetirizine?,cetirizine belongs to Antihistamine. Mechanism theme: Blocks H1 histamine receptors.,cetirizine belongs to which drug class?,Antihistamine,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0303,5-fluorouracil,5-fluorouracil,Antimetabolite,Cantimetabolite,antimetabolite,Cancer & Immunology,cancer-immunology,Cancer chemotherapy and autoimmune disease,cancer-chemotherapy-and-autoimmune-disease,"Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.","Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",Cancer chemotherapy and immunosuppression concepts.,"Myelosuppression, mucositis, liver toxicity depending on drug.",High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.,"methotrexate, 5-fluorouracil, fluorouracil, capecitabine, cytarabine, gemcitabine, 6-mercaptopurine, mercaptopurine",,Yes,High,"5-fluorouracil | Antimetabolite | Cancer & Immunology | Cancer chemotherapy and autoimmune disease | Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways. | High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.",What is the drug class of 5-fluorouracil?,"5-fluorouracil belongs to Antimetabolite. Mechanism theme: Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",5-fluorouracil belongs to which drug class?,Antimetabolite,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0304,6-mercaptopurine,6-mercaptopurine,Antimetabolite,Cantimetabolite,antimetabolite,Cancer & Immunology,cancer-immunology,Cancer chemotherapy and autoimmune disease,cancer-chemotherapy-and-autoimmune-disease,"Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.","Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",Cancer chemotherapy and immunosuppression concepts.,"Myelosuppression, mucositis, liver toxicity depending on drug.",High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.,"methotrexate, 5-fluorouracil, fluorouracil, capecitabine, cytarabine, gemcitabine, 6-mercaptopurine, mercaptopurine",,No,Core,"6-mercaptopurine | Antimetabolite | Cancer & Immunology | Cancer chemotherapy and autoimmune disease | Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways. | High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.",What is the drug class of 6-mercaptopurine?,"6-mercaptopurine belongs to Antimetabolite. Mechanism theme: Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",6-mercaptopurine belongs to which drug class?,Antimetabolite,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0305,azathioprine,azathioprine,Antimetabolite,Cantimetabolite,antimetabolite,Cancer & Immunology,cancer-immunology,Cancer chemotherapy and autoimmune disease,cancer-chemotherapy-and-autoimmune-disease,"Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.","Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",Cancer chemotherapy and immunosuppression concepts.,"Myelosuppression, mucositis, liver toxicity depending on drug.",High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.,"methotrexate, 5-fluorouracil, fluorouracil, capecitabine, cytarabine, gemcitabine, 6-mercaptopurine, mercaptopurine",,No,Core,"azathioprine | Antimetabolite | Cancer & Immunology | Cancer chemotherapy and autoimmune disease | Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways. | High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.",What is the drug class of azathioprine?,"azathioprine belongs to Antimetabolite. Mechanism theme: Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",azathioprine belongs to which drug class?,Antimetabolite,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0306,capecitabine,capecitabine,Antimetabolite,Cantimetabolite,antimetabolite,Cancer & Immunology,cancer-immunology,Cancer chemotherapy and autoimmune disease,cancer-chemotherapy-and-autoimmune-disease,"Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.","Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",Cancer chemotherapy and immunosuppression concepts.,"Myelosuppression, mucositis, liver toxicity depending on drug.",High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.,"methotrexate, 5-fluorouracil, fluorouracil, capecitabine, cytarabine, gemcitabine, 6-mercaptopurine, mercaptopurine",,No,Core,"capecitabine | Antimetabolite | Cancer & Immunology | Cancer chemotherapy and autoimmune disease | Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways. | High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.",What is the drug class of capecitabine?,"capecitabine belongs to Antimetabolite. Mechanism theme: Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",capecitabine belongs to which drug class?,Antimetabolite,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0307,cytarabine,cytarabine,Antimetabolite,Cantimetabolite,antimetabolite,Cancer & Immunology,cancer-immunology,Cancer chemotherapy and autoimmune disease,cancer-chemotherapy-and-autoimmune-disease,"Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.","Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",Cancer chemotherapy and immunosuppression concepts.,"Myelosuppression, mucositis, liver toxicity depending on drug.",High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.,"methotrexate, 5-fluorouracil, fluorouracil, capecitabine, cytarabine, gemcitabine, 6-mercaptopurine, mercaptopurine",,No,Core,"cytarabine | Antimetabolite | Cancer & Immunology | Cancer chemotherapy and autoimmune disease | Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways. | High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.",What is the drug class of cytarabine?,"cytarabine belongs to Antimetabolite. Mechanism theme: Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",cytarabine belongs to which drug class?,Antimetabolite,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0308,fludarabine,fludarabine,Antimetabolite,Cantimetabolite,antimetabolite,Cancer & Immunology,cancer-immunology,Cancer chemotherapy and autoimmune disease,cancer-chemotherapy-and-autoimmune-disease,"Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.","Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",Cancer chemotherapy and immunosuppression concepts.,"Myelosuppression, mucositis, liver toxicity depending on drug.",High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.,"methotrexate, 5-fluorouracil, fluorouracil, capecitabine, cytarabine, gemcitabine, 6-mercaptopurine, mercaptopurine",,No,Core,"fludarabine | Antimetabolite | Cancer & Immunology | Cancer chemotherapy and autoimmune disease | Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways. | High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.",What is the drug class of fludarabine?,"fludarabine belongs to Antimetabolite. Mechanism theme: Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",fludarabine belongs to which drug class?,Antimetabolite,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0309,fluorouracil,fluorouracil,Antimetabolite,Cantimetabolite,antimetabolite,Cancer & Immunology,cancer-immunology,Cancer chemotherapy and autoimmune disease,cancer-chemotherapy-and-autoimmune-disease,"Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.","Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",Cancer chemotherapy and immunosuppression concepts.,"Myelosuppression, mucositis, liver toxicity depending on drug.",High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.,"methotrexate, 5-fluorouracil, fluorouracil, capecitabine, cytarabine, gemcitabine, 6-mercaptopurine, mercaptopurine",,Yes,High,"fluorouracil | Antimetabolite | Cancer & Immunology | Cancer chemotherapy and autoimmune disease | Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways. | High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.",What is the drug class of fluorouracil?,"fluorouracil belongs to Antimetabolite. Mechanism theme: Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",fluorouracil belongs to which drug class?,Antimetabolite,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0310,gemcitabine,gemcitabine,Antimetabolite,Cantimetabolite,antimetabolite,Cancer & Immunology,cancer-immunology,Cancer chemotherapy and autoimmune disease,cancer-chemotherapy-and-autoimmune-disease,"Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.","Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",Cancer chemotherapy and immunosuppression concepts.,"Myelosuppression, mucositis, liver toxicity depending on drug.",High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.,"methotrexate, 5-fluorouracil, fluorouracil, capecitabine, cytarabine, gemcitabine, 6-mercaptopurine, mercaptopurine",,No,Core,"gemcitabine | Antimetabolite | Cancer & Immunology | Cancer chemotherapy and autoimmune disease | Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways. | High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.",What is the drug class of gemcitabine?,"gemcitabine belongs to Antimetabolite. Mechanism theme: Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",gemcitabine belongs to which drug class?,Antimetabolite,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0311,hydroxyurea,hydroxyurea,Antimetabolite,Cantimetabolite,antimetabolite,Cancer & Immunology,cancer-immunology,Cancer chemotherapy and autoimmune disease,cancer-chemotherapy-and-autoimmune-disease,"Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.","Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",Cancer chemotherapy and immunosuppression concepts.,"Myelosuppression, mucositis, liver toxicity depending on drug.",High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.,"methotrexate, 5-fluorouracil, fluorouracil, capecitabine, cytarabine, gemcitabine, 6-mercaptopurine, mercaptopurine",,No,Core,"hydroxyurea | Antimetabolite | Cancer & Immunology | Cancer chemotherapy and autoimmune disease | Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways. | High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.",What is the drug class of hydroxyurea?,"hydroxyurea belongs to Antimetabolite. Mechanism theme: Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",hydroxyurea belongs to which drug class?,Antimetabolite,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0312,mercaptopurine,mercaptopurine,Antimetabolite,Cantimetabolite,antimetabolite,Cancer & Immunology,cancer-immunology,Cancer chemotherapy and autoimmune disease,cancer-chemotherapy-and-autoimmune-disease,"Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.","Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",Cancer chemotherapy and immunosuppression concepts.,"Myelosuppression, mucositis, liver toxicity depending on drug.",High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.,"methotrexate, 5-fluorouracil, fluorouracil, capecitabine, cytarabine, gemcitabine, 6-mercaptopurine, mercaptopurine",,No,Core,"mercaptopurine | Antimetabolite | Cancer & Immunology | Cancer chemotherapy and autoimmune disease | Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways. | High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.",What is the drug class of mercaptopurine?,"mercaptopurine belongs to Antimetabolite. Mechanism theme: Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",mercaptopurine belongs to which drug class?,Antimetabolite,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0313,methotrexate,methotrexate,Antimetabolite,Cantimetabolite,antimetabolite,Cancer & Immunology,cancer-immunology,Cancer chemotherapy and autoimmune disease,cancer-chemotherapy-and-autoimmune-disease,"Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.","Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",Cancer chemotherapy and immunosuppression concepts.,"Myelosuppression, mucositis, liver toxicity depending on drug.",High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.,"methotrexate, 5-fluorouracil, fluorouracil, capecitabine, cytarabine, gemcitabine, 6-mercaptopurine, mercaptopurine",,Yes,High,"methotrexate | Antimetabolite | Cancer & Immunology | Cancer chemotherapy and autoimmune disease | Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways. | High-yield: methotrexate inhibits dihydrofolate reductase; 5-FU inhibits thymidylate synthase.",What is the drug class of methotrexate?,"methotrexate belongs to Antimetabolite. Mechanism theme: Interferes with DNA/RNA synthesis by mimicking folate, purine or pyrimidine pathways.",methotrexate belongs to which drug class?,Antimetabolite,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0314,abatacept,abatacept,DMARD / immunosuppressant,Cdmard-immunosuppress,dmard-immunosuppressant,Cancer & Immunology,cancer-immunology,Autoimmune inflammation,autoimmune-inflammation,Suppresses immune activation or inflammatory cytokine signaling.,Suppresses immune activation or inflammatory cytokine signaling.,"Rheumatoid arthritis, transplant and autoimmune disease concepts.","Infection risk, liver/blood monitoring themes depending on drug.",High-yield: methotrexate is a core DMARD; anti-TNF drugs increase infection risk.,"methotrexate, hydroxychloroquine, sulfasalazine, leflunomide, azathioprine, cyclosporine, tacrolimus, mycophenolate mofetil",,No,Core,abatacept | DMARD / immunosuppressant | Cancer & Immunology | Autoimmune inflammation | Suppresses immune activation or inflammatory cytokine signaling. | High-yield: methotrexate is a core DMARD; anti-TNF drugs increase infection risk.,What is the drug class of abatacept?,abatacept belongs to DMARD / immunosuppressant. Mechanism theme: Suppresses immune activation or inflammatory cytokine signaling.,abatacept belongs to which drug class?,DMARD / immunosuppressant,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
